,Наименование ДП,"2018, Нематериальные активы","2019, Нематериальные активы","2020, Нематериальные активы","2018, Основные средства ","2019, Основные средства ","2020, Основные средства ","2018, Внеоборотные активы","2019, Внеоборотные активы","2020, Внеоборотные активы","2018, Дебиторская задолженность","2019, Дебиторская задолженность","2020, Дебиторская задолженность","2018, Оборотные активы","2019, Оборотные активы","2020, Оборотные активы","2018, Уставный капитал ","2019, Уставный капитал ","2020, Уставный капитал ","2018, Капитал и резервы","2019, Капитал и резервы","2020, Капитал и резервы","2018, Заёмные средства (долгосрочные)","2019, Заёмные средства (долгосрочные)","2020, Заёмные средства (долгосрочные)","2018, Долгосрочные обязательства","2019, Долгосрочные обязательства","2020, Долгосрочные обязательства","2018, Заёмные средства (краткосрочные)","2019, Заёмные средства (краткосрочные)","2020, Заёмные средства (краткосрочные)","2018, Кредиторская задолженность","2019, Кредиторская задолженность","2020, Кредиторская задолженность","2018, Краткосрочные обязательства","2019, Краткосрочные обязательства","2020, Краткосрочные обязательства","2018, Выручка","2019, Выручка","2020, Выручка","2018, Себестоимость продаж","2019, Себестоимость продаж","2020, Себестоимость продаж","2018, Прибыль (убыток) до налогообложения ","2019, Прибыль (убыток) до налогообложения ","2020, Прибыль (убыток) до налогообложения ","2018, Прибыль (убыток) от продажи","2019, Прибыль (убыток) от продажи","2020, Прибыль (убыток) от продажи"
196,301,571356050.9554139,542728662.4203821,514100000.0,10584057961.78344,10224073248.40764,12348507643.3121,16129379617.83439,15200382165.60509,22568050318.47134,657973885.3503184,452512738.8535032,1213691719.745223,8335702547.7707,10622310828.02548,11759271974.52229,398089.1719745223,454140.127388535,454140.127388535,-10479283439.49045,-5498568152.866241,-13226898726.11465,30248859235.66879,26228989808.9172,40793768152.86624,30767700000.0,26761912738.8535,41360344585.98726,2509757961.783439,2457491082.802547,3300442675.159235,1077945859.872612,1502004458.598726,2308200636.942675,4176665605.095541,4559348407.643312,6193876433.121018,11011880254.77707,12332503821.65605,18722071974.52229,6493701910.828025,6387498089.171974,8623501273.88535,-3868376433.121019,6276139490.44586,-9619969426.751593,3760543949.044586,5164463057.324841,9179625477.707006
197,304,0.0,0.0,0.0,24505095.54140127,59681528.66242038,63451592.3566879,101025477.7070064,298042038.2165605,70527388.53503184,213801273.8853503,1118503821.656051,2838796178.343949,420475159.2356688,1485928025.477707,9731593630.573248,70063.69426751592,70063.69426751592,70063.69426751592,-424304458.5987261,-722643312.1019108,2337645222.929936,0.0,0.0,0.0,2467515.923566879,3542038.21656051,682802.5477707007,191422292.9936306,367889171.9745223,0.0,751861783.4394904,2045882165.605095,7435157324.840764,943338216.5605096,2503071337.579618,7463792993.630573,17382802.5477707,2449681.52866242,1751343949.044586,16501273.88535032,2449681.52866242,1085454777.070064,-40571337.57961784,759803821.6560509,3836885987.261147,-79657324.84076433,-7977070.063694268,430048407.6433121
198,305,883439.4904458598,764331.2101910828,889171.974522293,74759872.61146496,148715286.6242038,243346496.8152866,75644585.98726115,149481528.6624204,580265605.0955414,24914649.68152866,152010828.0254777,1264515923.566879,476213375.7961783,536322929.9363057,1607703821.656051,6369.426751592357,42387898.08917198,42387898.08917198,23100636.94267516,87236305.73248407,106600000.0,137994267.5159236,68685987.2611465,70949044.58598725,140759872.611465,75719745.22292994,72429299.36305732,1287898.089171974,419108.2802547771,96923566.87898088,385767515.9235669,483484076.433121,1862217197.452229,387997452.2292994,522848407.6433121,2008940127.388535,2210384076.433121,3571973248.407643,4172473885.350318,2076628662.420382,3365242675.159235,3944717197.452229,27509554.14012739,27591082.80254777,24670063.69426752,96989171.9745223,108725477.7070064,109221656.0509554
199,308,0.0,0.0,0.0,440127.3885350318,10891719.74522293,11597452.22929936,440127.3885350318,12160509.55414013,16213375.79617834,26654140.12738853,55117197.4522293,63591082.80254777,41591719.74522293,111195541.4012739,156651592.3566879,191082.8025477707,2738853.503184713,2738853.503184713,243312.101910828,3834394.904458599,8714649.681528661,0.0,0.0,0.0,0.0,21656.05095541401,17197.45222929936,0.0,4292993.630573248,2371974.522292993,41788535.03184713,115207006.3694267,161761146.4968153,41788535.03184713,119500000.0,164133121.0191083,132738853.5031847,448835031.8471338,602131847.133758,117012101.910828,392526751.5923567,529235031.8471338,171974.5222929936,1484713.375796178,7716560.50955414,227388.5350318471,2225477.707006369,10651592.3566879
200,310,0.0,0.0,0.0,9476433.121019108,6698089.171974522,8185987.261146496,120661783.4394904,304662420.3821656,463090445.8598726,5857342675.159235,7535598726.11465,10813244585.98726,12744559235.66879,14914887261.1465,18348796178.34395,6369426.751592357,6369426.751592357,6369426.751592357,471350318.4713376,848218471.3375796,949944585.987261,0.0,0.0,0.0,127955414.0127389,347563694.2675159,501163694.2675159,0.0,0.0,0.0,12256277070.06369,14010340127.38853,17348933757.96178,12265915286.6242,14023767515.92357,17360778343.94904,1046092993.630573,1940871974.522293,1775686624.203822,892180254.77707,1651148407.643312,1658410828.025478,367966878.9808917,471617197.4522293,127580891.7197452,88267515.92356688,214488535.0318471,41857961.78343949
201,311,29299.36305732484,24840.76433121019,19745.22292993631,62810828.02547771,97761783.43949044,98147770.70063694,62840764.33121019,97847770.70063694,98250318.47133756,90538216.56050956,99929936.30573247,60568152.86624204,168940127.388535,199501273.8853503,196246496.8152866,6369.426751592357,6369.426751592357,6369.426751592357,21362420.3821656,40342675.15923566,47996178.34394904,118727388.5350318,143184713.3757962,165200000.0,118778343.9490446,151886624.2038217,169611464.9681529,21479617.8343949,32208917.19745223,25754140.12738853,70160509.55414012,72910828.0254777,51135031.84713376,91640127.38853502,105119745.2229299,76889171.9745223,567373248.4076433,506354140.1273885,472959235.6687898,509113375.7961783,440114012.7388535,412422292.9936305,16144585.98726115,14368152.86624204,10957961.78343949,25651592.3566879,32492993.63057325,23191719.74522293
202,312,0.0,0.0,0.0,207006.3694267516,212101.9108280255,6929299.363057325,207006.3694267516,212101.9108280255,6929299.363057325,956050.9554140128,1892993.630573248,31417197.4522293,7835031.847133758,17362420.3821656,69910191.08280255,0.0,0.0,0.0,814012.7388535031,1766878.98089172,9218471.337579615,2384713.375796178,11242675.15923567,33536305.73248408,2384713.375796178,11242675.15923567,33536305.73248408,0.0,0.0,0.0,4843312.101910828,4564968.152866242,34084713.37579618,4843312.101910828,4564968.152866242,34084713.37579618,71224840.7643312,77870063.69426751,309647770.7006369,70548407.6433121,76636305.73248407,300299363.0573248,633757.9617834395,1185350.318471337,9289808.917197453,676433.1210191082,1233757.961783439,9348407.643312102
203,315,0.0,0.0,0.0,2840764.331210191,21209554.14012739,93452866.24203822,2843949.044585987,21215923.56687898,95027388.53503184,47994267.51592357,40318471.33757962,33408917.19745223,54503184.71337579,75092356.68789808,50915286.62420382,0.0,6369.426751592357,0.0,16900000.0,19423566.87898089,37601273.88535032,0.0,1273885.350318471,31210191.08280255,0.0,4497452.229299363,34577707.00636943,0.0,73885.35031847133,10828.02547770701,40446496.81528662,72313375.79617834,70361146.49681528,40446496.81528662,72387261.14649682,73763057.32484075,288558598.7261146,295768789.8089172,412925477.7070063,278009554.1401274,238375159.2356688,381234394.9044586,10208280.25477707,13485987.2611465,29949681.52866242,10549044.58598726,25019108.28025478,31691082.80254777
204,317,57324.84076433121,52866.24203821656,47770.70063694267,20092752866.24204,48148305095.5414,72254452866.24203,20377625477.707,48480015923.56688,72935923566.87898,11923193630.57325,17002975796.17834,47211437579.61784,29030227388.53503,37300740764.33121,99766070700.63692,16624840764.33121,20996140764.33121,45136935668.78981,14798064331.21019,16627373248.40764,38121640764.33121,15985826751.59236,21147043312.10191,18425839490.44586,15986010191.0828,21147203821.65605,96407189808.9172,603770063.6942675,1667826751.592357,3267380254.77707,17666129299.36306,45462133757.96178,30308264331.21019,18623778980.89172,48006179617.8344,38173163694.26752,1292927388.535032,3181040127.388535,7045551592.356688,2148598726.11465,4613413375.796178,9300777070.063694,-1284238216.560509,-2525018471.33758,-2635292993.630573,-855671337.5796179,-1432373248.407643,-2255225477.707006
205,319,0.0,0.0,0.0,12274560509.55414,37972865605.09554,59568764968.15286,12305041401.27389,39279657961.78344,80483749044.58598,1032675796.178344,2385291719.745223,3583055414.012739,1047935668.789809,2423391719.745223,3660561783.43949,765624203.821656,765624203.821656,765624203.821656,6915783439.490445,6956403184.713375,7532617834.394904,5285319745.22293,0.0,72177409554.14012,5289191719.745223,59790445.85987261,72736613375.79617,0.0,32538026114.64968,0.0,1127379617.834395,2122062420.382165,3843758598.726114,1148001910.828025,34686856050.95541,3875078980.89172,100356687.8980892,175142038.2165605,1555308917.197452,92529936.30573247,80505095.54140127,503349044.5859873,-62040764.33121019,60596178.34394904,753420382.1656051,6777707.006369427,79464331.21019109,1031959235.66879
206,321,12101.91082802548,9554.140127388537,0.0,10128662.42038216,7671974.522292993,0.0,13066878.98089172,12988535.03184713,0.0,78878343.94904459,74536942.67515923,0.0,167408917.1974522,197038853.5031847,0.0,1273885.350318471,1273885.350318471,0.0,45670063.69426751,48508280.25477707,0.0,0.0,50955414.01273885,0.0,0.0,50955414.01273885,0.0,33326751.59235669,15331847.13375796,0.0,101478980.8917197,95231847.13375796,0.0,134805732.4840764,110563694.2675159,0.0,751384076.433121,797908280.2547771,0.0,693797452.2292993,737536305.7324841,0.0,14308917.19745223,4038216.560509554,0.0,15977070.06369427,13958598.72611465,0.0
207,322,0.0,0.0,0.0,0.0,8370063.694267516,11645222.9299363,0.0,8370063.694267516,11645222.9299363,0.0,36175796.17834394,46603184.71337579,0.0,70930573.24840765,170670063.6942675,0.0,0.0,0.0,0.0,21408280.25477707,65782802.5477707,0.0,0.0,13436305.73248408,0.0,5654140.127388535,22103184.7133758,0.0,12517197.4522293,30680254.77707006,0.0,39721656.05095541,63749044.58598725,0.0,52238853.50318471,94429299.36305732,0.0,344394267.5159236,430306369.4267516,0.0,346729936.3057325,404349044.5859873,0.0,13200000.0,0.0,0.0,-2335668.789808917,25957324.84076433
208,332,0.0,0.0,0.0,171528662.4203822,264937579.6178344,352393630.5732484,171931847.1337579,267704458.5987261,356936305.732484,638409554.1401274,654115923.5668789,1012029299.363057,1008573248.407643,1385296815.286624,1516285350.318471,159235668.7898089,159235668.7898089,159235668.7898089,207735668.7898089,229240127.388535,258184713.3757962,158654140.1273885,83681528.66242038,0.0,186801910.8280255,154122929.9363057,102685987.2611465,0.0,9554140.127388537,0.0,785967515.9235668,1260084076.433121,1512350955.414013,785967515.9235668,1269638216.560509,1512350955.414013,2625515923.566879,3183294267.515924,4690462420.382165,2557718471.33758,3094321656.050955,4642177707.00637,49023566.87898089,64251592.3566879,114307643.3121019,67797452.22929937,88972611.46496814,48284713.37579618
209,333,264968.152866242,1094267.515923567,1550318.47133758,133211464.9681529,123224203.821656,203885350.3184713,145468152.866242,136256050.955414,234519108.2802548,529465605.0955414,508440764.3312102,740986624.2038217,1202217834.394904,1236455414.012739,1764306369.426752,15923.56687898089,15923.56687898089,15923.56687898089,776600636.9426751,792572611.4649681,810903184.7133758,0.0,2738853.503184713,2133757.961783439,0.0,2738853.503184713,2133757.961783439,41082165.60509554,41082165.60509554,47993630.57324841,514107006.3694267,518506369.4267516,1120201910.828025,571085350.3184713,577400000.0,1185788535.031847,2959491719.745223,2906155414.012739,3309699363.057325,2873850318.471337,2834126751.592357,3197980254.77707,43128025.47770701,22294904.45859873,26812738.85350318,54229936.30573248,32342038.21656051,53495541.40127388
210,334,0.0,0.0,0.0,202414649.6815287,181838853.5031847,127335031.8471338,202414649.6815287,181838853.5031847,127335031.8471338,455471337.5796178,373389171.9745223,536160509.5541401,1254512101.910828,1193192356.687898,1252804458.598726,9904458.598726114,9904458.598726114,9904458.598726114,141516560.5095541,179051592.3566879,213191082.8025478,191082802.5477707,509554140.1273885,519957324.8407643,191082802.5477707,509554140.1273885,519957324.8407643,636886624.2038217,350205095.5414013,339717834.3949044,487440764.3312102,336220382.1656051,307273248.4076433,1124327388.535032,686425477.7070063,646991082.8025477,3351922292.99363,3014813375.796178,3118920382.165605,3217240764.33121,2892642675.159235,2985800636.942675,67517197.45222929,63456687.89808917,83724840.7643312,134681528.6624204,122170700.6369427,133119745.2229299
211,335,0.0,0.0,0.0,938216.560509554,3622929.936305732,5887261.146496815,938216.560509554,3622929.936305732,5887261.146496815,10898726.11464968,20714649.68152866,17087261.14649681,59217197.4522293,57470700.63694267,50712101.91082802,12656050.95541401,12656050.95541401,12656050.95541401,33856050.95541401,37538853.50318471,36601273.88535032,0.0,0.0,0.0,0.0,0.0,0.0,5768789.808917197,3914649.681528662,6001273.885350319,20530573.24840764,19640764.33121019,13996178.34394904,26300000.0,23555414.01273885,19997452.22929936,292213375.7961783,303097452.2292994,320712101.910828,259740127.388535,268770063.6942675,282235668.7898089,3875159.23566879,4622292.993630573,3964331.210191083,3582802.5477707,2496178.343949045,3056687.898089172
212,336,0.0,0.0,0.0,8487261.146496816,9302547.770700635,10226751.59235669,8487261.146496816,9302547.770700635,10226751.59235669,65043949.04458599,96387261.14649682,100397452.2292994,110301273.8853503,155995541.4012739,176302547.7707006,6369.426751592357,6369.426751592357,6369.426751592357,42495541.40127388,49284713.37579618,43810828.02547771,0.0,0.0,1963694.267515924,0.0,0.0,1963694.267515924,0.0,42915923.56687898,91084713.37579615,76292993.63057324,73097452.22929937,48771337.57961784,76292993.63057324,116013375.7961783,140754777.0700637,458651592.3566879,475566878.9808917,542587261.1464968,438720382.1656051,453947770.7006369,509140127.388535,12218471.33757962,9335031.847133758,18465605.0955414,12873885.35031847,14421656.05095541,23342038.21656051
213,337,0.0,0.0,0.0,40066242.03821656,31222292.99363057,25584713.37579618,52155414.01273885,45066242.03821656,35492993.63057325,592811464.9681529,386939490.4458598,278764331.2101911,1000759872.611465,945403184.7133758,958446496.8152866,22280254.77707006,22280254.77707006,22280254.77707006,295568152.8662421,300112101.910828,306114012.7388535,612138216.5605096,436050955.4140127,363707006.3694267,612142675.1592356,446654140.1273885,374179617.8343949,4065605.095541401,3531847.133757961,1168152.866242038,126254140.1273885,227722929.9363057,300819745.2229299,145203821.656051,243703821.656051,313645859.8726115,1386621656.050955,1019749044.585987,1169864968.152866,1246447133.757962,881050318.4713376,1068777070.063694,16245222.9299363,8961783.439490445,7668152.866242038,63378343.94904459,70392356.68789808,44544585.98726115
214,338,0.0,0.0,0.0,29194267.51592357,27247770.70063694,31631847.13375796,29922292.99363057,28046496.81528662,32157961.78343949,241788535.0318471,286020382.1656051,248408917.1974522,862823566.8789809,887131210.1910827,854498089.1719745,5732.484076433121,5732.484076433121,36311464.96815287,117104458.5987261,134117197.4522293,176769426.7515923,0.0,63694267.51592357,108280254.7770701,38107006.36942675,102498726.1146497,111743949.044586,143369426.7515923,161977707.0063694,217868789.8089172,594165605.0955414,516584076.433121,380273885.3503184,737535031.8471338,678561783.4394904,598142675.1592356,1648302547.7707,1444340127.388535,1039845859.872611,1513603184.713376,1302426751.592357,918121019.1082802,19440127.38853503,21858598.72611465,10630573.24840764,70450318.47133757,57596178.34394904,46422929.93630573
215,339,22929.93630573248,15923.56687898089,9554.140127388537,3442675.159235669,173143949.044586,176803821.656051,173122292.9936306,173602547.7707006,176813375.7961783,784601910.8280255,712469426.7515923,576035668.7898089,1256703821.656051,1160131210.191083,1149212738.853503,63694.26751592357,63694.26751592357,63694.26751592357,461114012.7388535,545257324.8407643,586956050.9554139,130229299.3630573,135777707.0063694,135777070.0636943,130526751.5923567,136627388.5350319,140038216.5605096,357649681.5286624,183291719.7452229,3184.713375796178,479988535.0318471,466796815.2866242,596603184.7133758,838185350.3184713,651849044.5859872,599031847.133758,5635333757.961783,6092216560.509554,5596631847.133758,5453319745.22293,5890891082.802547,5475844585.987261,110126114.6496815,114612101.910828,55912738.85350318,140567515.9235669,134414649.6815287,52386624.20382165
216,341,0.0,0.0,0.0,2354140.127388535,1559872.611464968,484076.4331210191,2354777.070063694,1561783.439490446,484076.4331210191,8059872.611464968,10418471.33757962,8546496.815286623,19845859.87261146,23129936.30573248,21347770.70063694,25477.70700636943,25477.70700636943,25477.70700636943,6945859.872611465,8235031.847133758,9499363.05732484,5552229.299363057,4139490.445859872,3436305.732484076,6090445.859872611,4245222.929936306,3436305.732484076,2320382.165605096,4333757.961783439,2018471.337579618,6844585.987261146,7877707.006369427,6877707.006369427,9164968.152866242,12211464.96815287,8896178.343949044,133928662.4203822,110245222.9299363,98710828.0254777,126780254.7770701,104387898.089172,92866242.03821656,1571337.579617834,1630573.248407643,1463694.267515924,1855414.012738853,2087898.089171974,2151592.356687898
217,342,0.0,0.0,0.0,32771337.57961783,28818471.33757962,30084076.43312102,32771337.57961783,28818471.33757962,30176433.12101911,19571337.57961783,56528025.47770701,125474522.2929936,254376433.1210191,327873885.3503184,430456687.8980892,7643.312101910828,7643.312101910828,7643.312101910828,25182165.60509554,30238853.50318471,33274522.29299363,96340764.33121018,95541401.27388534,95541401.27388534,96340764.33121018,95541401.27388534,95566242.03821656,60509554.14012738,70063694.26751593,89086624.20382166,105115286.6242038,160848407.6433121,242705732.4840764,165624840.7643312,230912101.910828,331792356.6878981,814852229.299363,1148822929.936306,1285012101.910828,798625477.7070063,1121461783.43949,1199978980.89172,1805732.484076433,6433121.01910828,3035668.789808917,7938853.503184713,13615286.62420382,10301910.82802548
